tipo,N,threads,resultado,referencia,erro_relativo,tempo_s,rep
integral,500000000,10,0.7468439532,0.7468241328,2.653960e-05,0.956399,2
pi,500000000,10,3.1416668000,3.1415926536,2.360154e-05,0.870192,3
integral,500000000,10,0.7468439532,0.7468241328,2.653960e-05,0.956823,3
pi,500000000,10,3.1416668000,3.1415926536,2.360154e-05,0.862888,4
integral,500000000,10,0.7468439532,0.7468241328,2.653960e-05,0.956789,4
pi,500000000,10,3.1416668000,3.1415926536,2.360154e-05,0.868903,5
integral,500000000,10,0.7468439532,0.7468241328,2.653960e-05,0.956739,5
pi,500000000,20,3.1416195120,3.1415926536,8.549297e-06,0.436849,1
integral,500000000,20,0.7468251388,0.7468241328,1.346977e-06,0.478926,1
pi,500000000,20,3.1416195120,3.1415926536,8.549297e-06,0.437133,2
integral,500000000,20,0.7468251388,0.7468241328,1.346977e-06,0.515251,2
pi,500000000,20,3.1416195120,3.1415926536,8.549297e-06,0.434325,3
integral,500000000,20,0.7468251388,0.7468241328,1.346977e-06,0.505893,3
pi,500000000,20,3.1416195120,3.1415926536,8.549297e-06,0.462904,4
integral,500000000,20,0.7468251388,0.7468241328,1.346977e-06,0.649994,4
pi,500000000,20,3.1416195120,3.1415926536,8.549297e-06,0.439247,5
integral,500000000,20,0.7468251388,0.7468241328,1.346977e-06,0.479165,5
pi,500000000,40,3.1415106400,3.1415926536,2.610574e-05,0.417900,1
integral,500000000,40,0.7468275993,0.7468241328,4.641696e-06,0.422635,1
pi,500000000,40,3.1415106400,3.1415926536,2.610574e-05,0.430788,2
integral,500000000,40,0.7468275993,0.7468241328,4.641696e-06,0.423176,2
pi,500000000,40,3.1415106400,3.1415926536,2.610574e-05,0.417945,3
integral,500000000,40,0.7468275993,0.7468241328,4.641696e-06,0.422976,3
pi,500000000,40,3.1415106400,3.1415926536,2.610574e-05,0.418698,4
integral,500000000,40,0.7468275993,0.7468241328,4.641696e-06,0.423653,4
pi,500000000,40,3.1415106400,3.1415926536,2.610574e-05,0.417891,5
integral,500000000,40,0.7468275993,0.7468241328,4.641696e-06,0.422739,5
pi,1000000000,1,3.1415685440,3.1415926536,7.674321e-06,15.046953,1
integral,1000000000,1,0.7468196980,0.7468241328,5.938270e-06,16.599876,1
pi,1000000000,1,3.1415685440,3.1415926536,7.674321e-06,14.740895,2
integral,1000000000,1,0.7468196980,0.7468241328,5.938270e-06,16.601698,2
pi,1000000000,1,3.1415685440,3.1415926536,7.674321e-06,14.706081,3
integral,1000000000,1,0.7468196980,0.7468241328,5.938270e-06,16.622608,3
pi,1000000000,1,3.1415685440,3.1415926536,7.674321e-06,15.000791,4
integral,1000000000,1,0.7468196980,0.7468241328,5.938270e-06,16.611347,4
pi,1000000000,1,3.1415685440,3.1415926536,7.674321e-06,15.056641,5
integral,1000000000,1,0.7468196980,0.7468241328,5.938270e-06,16.619368,5
pi,1000000000,2,3.1415697720,3.1415926536,7.283436e-06,7.466753,1
integral,1000000000,2,0.7468267717,0.7468241328,3.533440e-06,8.321492,1
pi,1000000000,2,3.1415697720,3.1415926536,7.283436e-06,7.449729,2
integral,1000000000,2,0.7468267717,0.7468241328,3.533440e-06,8.324608,2
pi,1000000000,2,3.1415697720,3.1415926536,7.283436e-06,7.537186,3
integral,1000000000,2,0.7468267717,0.7468241328,3.533440e-06,8.321362,3
pi,1000000000,2,3.1415697720,3.1415926536,7.283436e-06,7.462384,4
integral,1000000000,2,0.7468267717,0.7468241328,3.533440e-06,8.322138,4
pi,1000000000,2,3.1415697720,3.1415926536,7.283436e-06,8.246785,5
integral,1000000000,2,0.7468267717,0.7468241328,3.533440e-06,8.781232,5
pi,1000000000,4,3.1415596920,3.1415926536,1.049200e-05,4.242101,1
integral,1000000000,4,0.7468190420,0.7468241328,6.816682e-06,4.723711,1
pi,1000000000,4,3.1415596920,3.1415926536,1.049200e-05,3.720530,2
integral,1000000000,4,0.7468190420,0.7468241328,6.816682e-06,4.192371,2
pi,1000000000,4,3.1415596920,3.1415926536,1.049200e-05,3.763741,3
integral,1000000000,4,0.7468190420,0.7468241328,6.816682e-06,4.192010,3
pi,1000000000,4,3.1415596920,3.1415926536,1.049200e-05,3.796377,4
integral,1000000000,4,0.7468190420,0.7468241328,6.816682e-06,4.205929,4
pi,1000000000,4,3.1415596920,3.1415926536,1.049200e-05,3.999525,5
integral,1000000000,4,0.7468190420,0.7468241328,6.816682e-06,4.192110,5
pi,1000000000,8,3.1416568360,3.1415926536,2.042990e-05,2.085244,1
integral,1000000000,8,0.7468240888,0.7468241328,5.894197e-08,2.306286,1
pi,1000000000,8,3.1416568360,3.1415926536,2.042990e-05,2.306681,2
integral,1000000000,8,0.7468240888,0.7468241328,5.894197e-08,2.386800,2
pi,1000000000,8,3.1416568360,3.1415926536,2.042990e-05,2.093869,3
